Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
1,9,99,74.83,96.5,3.9,85.18,40,4.2,17,1,0
3,12,96,74.62,81.03,4.5,79.33,48,4.6,20,1,0
3,4,55,60.23,97.86,4.8,92.78,38,3.4,16,0,0
2,14,61,80.03,89.88,4.5,94.51,37,4.5,9,0,0
1,7,94,72.06,88.35,3.2,71.87,37,4.1,1,1,0
4,0,95,90.51,86.6,4.0,76.39,41,4.0,7,0,0
3,12,91,62.57,87.18,4.0,76.81,41,3.8,21,0,0
4,13,59,71.06,94.46,4.7,94.24,50,3.1,8,0,0
2,14,98,80.13,85.5,3.5,85.25,47,3.1,7,0,0
0,8,76,77.25,88.4,3.6,76.07,48,4.3,22,0,0
4,13,63,63.47,80.87,3.8,78.85,46,3.2,7,0,1
4,13,83,74.92,78.41,4.2,74.18,41,3.1,4,0,0
1,11,54,78.24,78.69,4.0,93.18,47,3.8,24,0,1
0,1,67,75.97,99.26,3.9,90.85,41,3.9,29,0,0
4,3,65,68.71,80.6,3.1,91.88,51,4.0,9,0,1
2,6,61,91.46,99.61,3.3,83.09,49,4.0,24,0,0
0,1,76,83.13,95.98,4.7,88.69,39,3.3,5,0,0
2,5,91,78.74,78.89,3.0,71.28,36,4.8,17,1,0
4,13,81,68.31,76.61,3.4,84.65,40,3.8,30,0,0
0,1,72,87.75,79.65,3.9,95.24,40,4.1,7,0,0
1,9,65,84.47,83.22,4.0,97.87,53,4.4,3,0,1
2,14,52,73.63,92.83,4.7,79.92,44,4.9,19,0,0
4,0,59,74.02,85.51,3.1,96.09,41,3.7,30,0,0
2,5,51,62.02,84.22,3.7,85.1,46,3.8,3,0,1
2,14,68,70.39,79.58,3.1,76.43,47,4.2,5,0,1
1,7,80,93.43,77.49,3.5,74.23,47,4.4,4,0,0
3,10,98,67.91,81.61,3.8,79.71,40,4.9,6,1,0
3,12,54,65.2,85.51,4.0,90.12,41,4.1,18,0,0
1,11,96,66.04,85.92,3.9,90.03,55,3.3,1,0,0
3,10,73,79.44,84.51,4.8,88.49,45,4.6,17,0,0
4,3,82,72.22,88.51,3.0,88.46,54,4.1,8,0,0
0,2,76,85.41,99.34,3.5,97.47,42,3.7,26,0,0
1,9,73,66.6,80.95,4.7,73.06,44,3.5,10,0,0
0,8,84,61.03,87.65,3.5,75.87,52,4.7,8,0,0
4,3,71,77.94,97.57,4.4,72.45,42,4.5,21,0,0
1,11,71,69.64,92.88,4.3,98.62,48,3.4,2,0,0
4,13,78,82.27,93.94,4.1,84.13,45,3.0,19,0,0
4,3,63,65.02,84.82,4.5,91.09,52,4.2,30,0,1
2,5,83,81.09,97.73,3.2,99.39,36,3.9,8,0,0
3,4,52,75.11,97.47,4.7,81.0,45,4.2,15,0,0
3,12,75,62.3,93.71,4.9,88.79,50,4.2,16,0,0
2,6,81,81.23,79.16,4.4,97.52,46,3.8,16,0,0
2,6,85,70.89,85.47,4.6,85.75,54,3.8,23,0,0
0,8,54,71.32,75.9,4.8,85.46,40,4.8,17,0,1
1,9,50,88.66,98.3,4.8,89.34,36,3.7,26,0,0
2,14,69,91.14,85.96,3.0,84.68,48,3.8,28,0,0
2,6,93,81.52,83.97,3.9,82.73,53,3.0,9,0,0
0,2,60,73.68,98.01,3.4,71.57,45,4.4,13,0,0
4,0,94,63.86,77.09,4.8,97.28,54,4.1,3,1,0
3,12,88,90.03,82.68,3.4,82.89,53,3.4,25,0,0
2,6,59,78.72,98.12,4.4,71.28,41,4.6,17,0,0
3,10,70,88.94,82.27,4.7,72.51,40,4.6,25,0,0
3,12,91,62.64,88.93,3.2,77.07,45,4.5,6,1,0
1,7,73,83.5,79.67,4.4,74.47,45,4.9,1,0,0
0,1,52,91.48,86.43,4.3,75.76,54,4.7,19,0,0
0,2,86,72.24,78.18,3.1,75.83,44,3.1,17,0,0
3,4,58,92.81,93.95,4.2,99.76,46,3.7,17,0,0
3,4,69,82.98,92.26,4.3,96.45,52,3.9,6,0,0
1,11,94,93.8,78.78,4.8,94.74,53,4.2,4,1,0
3,10,100,70.39,95.72,4.9,98.08,45,4.5,27,1,0
1,11,74,75.69,93.85,3.7,76.84,38,3.8,17,0,0
2,14,71,82.91,86.82,3.5,79.45,49,4.1,22,0,0
1,11,95,91.67,77.48,4.5,72.12,55,4.9,8,1,0
1,11,83,91.4,94.16,4.8,76.62,51,4.4,1,0,0
0,8,78,79.19,91.96,4.9,76.57,45,4.1,14,0,0
4,13,64,68.55,96.18,3.5,95.93,48,4.2,1,0,0
1,7,54,76.1,86.32,3.7,78.73,53,5.0,1,0,0
1,7,62,93.08,87.28,4.2,94.8,48,3.7,9,0,0
3,12,75,67.04,83.74,3.6,81.02,48,3.7,3,0,0
3,12,68,89.21,90.24,4.8,87.53,47,4.3,0,0,0
1,11,76,66.81,95.81,4.8,84.34,35,3.8,5,0,0
3,10,66,82.37,98.04,3.5,98.77,48,3.8,19,0,0
1,9,69,85.95,99.68,4.5,95.92,42,4.8,14,0,0
1,7,79,86.0,78.05,3.6,96.96,48,3.4,8,0,0
4,3,86,74.21,97.09,3.8,93.24,46,4.0,10,0,0
1,7,73,85.83,84.63,3.5,97.6,47,4.5,30,0,0
3,12,74,87.29,93.45,3.5,81.68,55,4.4,16,0,0
0,1,66,76.46,93.15,4.2,71.0,43,4.7,20,0,0
3,10,67,65.75,94.44,4.7,98.89,38,3.9,5,0,0
2,6,58,88.26,81.93,3.9,75.64,40,4.6,18,0,1
2,6,56,87.11,86.05,3.3,82.28,53,4.8,26,0,0
2,14,75,75.01,91.92,4.7,88.46,53,4.5,6,0,0
1,11,54,67.42,75.98,4.6,90.4,55,3.9,7,0,1
0,1,69,66.55,75.67,4.8,78.59,36,3.3,24,0,1
3,10,70,70.23,82.21,3.9,82.11,47,4.0,20,0,0
4,13,57,90.05,94.64,3.4,79.61,50,3.7,19,0,0
4,0,72,64.97,84.91,3.4,97.1,53,4.6,23,0,0
2,6,73,63.52,81.62,3.6,74.84,50,4.8,3,0,0
0,1,56,94.4,98.22,3.2,78.74,48,3.4,25,0,0
1,9,63,83.7,94.04,4.1,79.25,37,3.3,10,0,0
2,14,82,71.91,86.34,4.9,97.41,53,4.1,10,0,0
4,0,62,68.38,97.75,3.3,87.21,53,4.7,28,0,0
0,1,59,85.01,96.3,3.2,90.77,42,4.1,27,0,0
3,12,63,80.41,91.07,4.8,80.46,45,4.7,1,0,0
4,3,61,62.02,77.71,3.3,85.65,45,4.9,18,0,1
1,9,89,71.38,82.83,4.7,72.5,43,4.6,0,1,0
0,2,97,66.62,96.11,4.9,71.33,50,3.8,14,0,0
4,0,51,60.46,97.08,3.5,79.89,40,4.6,28,0,0
0,2,91,67.48,86.15,5.0,78.39,53,3.1,1,0,0
4,3,66,78.8,77.03,3.4,70.47,49,3.9,9,0,1
1,7,87,67.22,85.33,4.5,90.02,50,4.2,18,1,0
0,1,99,65.16,82.79,4.4,98.88,35,3.4,30,0,0
3,4,79,82.72,95.6,3.4,83.6,55,4.6,0,0,0
2,6,94,89.11,83.97,4.3,71.43,35,4.2,7,1,0
0,2,67,89.01,83.9,3.2,87.01,44,4.8,8,0,1
4,0,61,65.96,88.06,3.8,85.14,49,3.9,4,0,0
3,4,72,60.36,93.2,4.1,87.5,40,3.0,8,0,0
4,3,91,69.85,87.97,3.1,93.95,46,3.4,29,0,0
2,5,99,88.75,91.68,3.7,90.49,38,4.5,25,1,0
0,8,71,81.49,96.56,4.4,84.84,54,4.1,13,0,0
1,11,70,73.93,90.94,4.3,89.23,52,4.9,4,0,0
2,6,63,67.69,75.63,3.4,98.97,53,3.3,3,0,1
1,11,68,90.99,89.84,4.6,77.19,50,4.7,11,0,0
2,14,82,62.23,83.75,4.5,93.62,48,3.1,30,0,0
4,3,84,93.13,78.87,3.5,86.05,45,4.9,12,0,0
1,7,68,65.75,87.07,4.0,75.33,41,4.2,26,0,0
1,7,76,76.42,97.21,4.8,89.27,36,3.4,7,0,0
1,11,56,64.74,92.21,3.1,87.58,38,4.5,7,0,0
4,13,68,87.03,81.48,3.0,96.01,53,5.0,5,0,1
0,2,88,72.98,84.72,3.5,92.03,45,3.9,10,0,0
0,1,63,85.43,94.13,3.3,89.68,38,3.8,20,0,0
2,5,61,68.78,92.7,3.2,87.73,41,4.1,29,0,0
3,12,60,89.74,82.11,4.8,86.53,53,4.4,23,0,1
4,13,91,82.37,88.18,4.3,82.44,41,3.8,9,0,0
4,13,79,65.19,76.8,3.6,92.54,50,4.0,5,0,0
0,2,83,72.92,93.69,3.0,93.01,36,3.8,5,0,0
3,12,56,62.43,97.84,4.1,87.72,42,4.7,28,0,0
3,10,68,69.94,81.83,4.5,96.73,35,3.9,21,0,1
2,14,55,66.63,95.81,5.0,85.26,38,4.6,29,0,0
4,3,93,72.72,89.26,4.9,88.62,43,4.8,25,1,0
2,6,51,76.37,80.04,3.3,95.04,36,4.6,3,0,1
0,8,51,75.49,91.89,4.9,90.12,35,3.7,14,0,0
0,1,100,88.89,85.45,3.3,99.4,47,4.4,20,1,0
3,12,50,67.89,97.14,4.2,99.08,52,3.3,14,0,0
2,14,66,93.58,77.88,3.2,95.27,35,3.6,5,0,1
2,5,65,73.47,94.22,4.7,71.54,50,4.3,4,0,0
0,1,66,67.85,95.38,3.4,73.02,38,4.6,15,0,0
1,7,98,75.54,82.06,3.7,81.24,42,4.3,4,1,0
3,10,75,82.25,95.93,3.0,84.29,42,3.9,0,0,0
0,1,85,94.81,77.23,3.5,80.86,51,4.0,8,0,0
1,7,99,80.64,79.87,3.7,96.8,35,3.3,27,0,0
1,11,71,86.33,75.42,4.5,99.8,42,4.2,27,0,0
1,9,85,63.32,91.86,3.5,84.87,49,3.9,20,0,0
1,9,86,83.63,76.36,4.7,79.8,52,4.6,18,1,0
2,6,92,89.49,93.73,4.8,76.13,50,4.7,26,1,0
0,2,57,65.5,95.71,4.2,77.24,38,3.1,8,0,0
2,6,72,77.03,92.57,3.8,80.24,43,3.3,10,0,0
4,3,90,72.96,81.83,3.0,83.54,40,4.3,20,1,0
3,4,95,94.75,95.13,4.3,89.76,40,4.3,22,1,0
3,4,96,92.03,87.89,4.9,77.33,53,4.3,13,1,0
2,6,59,65.83,77.03,4.4,78.44,55,4.1,23,0,1
2,5,56,66.15,85.64,3.0,95.19,48,3.6,12,0,0
1,9,97,70.43,84.76,3.7,85.73,39,4.3,24,1,0
1,7,94,82.97,83.06,3.8,70.24,50,3.4,20,0,0
3,4,60,94.85,88.79,3.4,80.92,49,4.9,4,0,0
3,10,57,88.28,78.52,3.9,86.78,55,3.5,4,0,1
1,9,71,79.16,91.87,4.1,70.54,49,3.4,19,0,0
2,6,87,84.12,95.85,3.5,95.41,51,4.3,14,1,0
4,13,54,78.33,90.94,3.8,87.34,44,3.4,8,0,0
2,14,54,81.92,80.95,4.4,92.72,48,3.9,2,0,1
2,14,65,78.59,93.45,3.0,90.45,52,3.5,7,0,0
4,13,72,67.67,91.21,3.2,71.07,37,4.4,9,0,0
4,13,63,87.36,87.35,4.1,83.9,46,4.5,22,0,0
3,4,55,81.7,90.15,4.3,74.26,45,4.5,2,0,0
1,7,93,69.48,92.02,4.9,97.19,50,3.7,27,0,0
1,11,85,73.76,95.04,3.8,95.63,43,4.9,22,0,0
4,0,87,88.88,78.68,3.3,88.23,55,3.3,26,0,0
3,10,62,83.61,99.06,3.3,96.42,43,3.0,26,0,0
0,1,94,64.41,98.39,4.0,86.3,41,5.0,19,1,0
4,0,67,86.8,86.47,3.4,73.73,55,4.2,1,0,0
2,14,69,93.15,78.94,4.3,82.51,53,3.7,13,0,1
4,13,83,75.77,99.68,4.0,92.78,38,3.6,17,0,0
0,8,92,85.85,91.36,3.6,97.59,52,4.5,3,1,0
2,6,97,72.78,99.6,3.9,91.96,41,4.1,29,1,0
0,8,73,85.51,90.45,4.9,70.49,49,3.1,25,0,0
2,14,56,75.38,95.88,4.8,77.41,52,4.3,10,0,0
0,2,81,80.27,90.8,4.1,84.0,44,4.0,30,0,0
0,8,77,73.65,89.37,4.6,76.21,37,4.2,15,0,0
2,5,67,84.81,91.71,4.6,79.04,53,4.2,24,0,0
2,6,95,79.96,97.71,4.1,72.6,50,4.2,25,1,0
0,8,97,81.83,75.32,3.5,92.42,47,4.9,4,1,0
4,3,78,67.12,91.25,4.5,79.27,41,3.5,0,0,0
4,13,85,93.51,91.99,4.5,89.63,46,4.5,20,0,0
0,2,90,76.83,79.1,3.7,85.09,50,3.0,9,0,0
4,13,90,62.05,95.9,4.0,85.14,39,4.4,1,1,0
3,4,100,66.45,75.8,4.0,84.34,49,4.4,7,1,0
3,12,64,71.25,98.42,4.4,70.2,44,4.6,3,0,0
3,10,64,90.72,89.94,3.4,84.83,43,4.7,2,0,0
0,8,96,84.95,86.81,4.4,75.49,46,3.3,24,0,0
2,6,80,62.46,79.85,3.6,80.65,40,4.3,5,0,0
0,8,93,76.02,88.0,4.0,83.19,51,3.3,23,0,0
3,12,82,61.68,78.97,4.6,80.04,37,4.8,18,0,0
1,9,85,71.11,80.71,4.1,91.89,45,4.4,18,0,0
0,1,84,67.46,91.62,4.9,70.86,35,3.3,5,0,0
3,10,87,84.85,97.31,4.0,80.18,41,4.4,24,1,0
4,13,56,72.01,82.52,3.7,81.84,55,4.6,19,0,1
4,3,62,78.89,81.41,4.4,85.48,51,4.1,7,0,1
0,1,70,88.26,80.54,4.6,90.09,40,4.1,14,0,0
2,5,84,74.63,79.84,3.1,99.34,53,3.9,10,0,0
4,0,50,78.47,88.37,3.6,70.8,41,3.5,0,0,0
3,4,69,77.79,90.35,3.3,84.53,50,4.5,22,0,0
4,13,75,62.73,85.95,3.3,90.65,36,4.1,15,0,0
1,7,96,89.93,79.67,3.7,73.58,53,5.0,24,1,0
0,1,97,81.01,92.4,4.2,83.24,55,3.2,22,0,0
2,14,77,87.01,83.62,4.7,97.25,51,4.0,17,0,0
0,1,79,84.0,87.07,3.8,70.26,44,3.0,2,0,0
2,5,80,84.9,98.86,3.9,75.31,43,3.9,12,0,0
2,6,72,60.45,94.51,4.5,73.18,35,4.8,16,0,0
1,11,96,82.65,81.87,4.8,73.51,51,3.7,14,0,0
0,8,76,94.77,86.11,3.9,94.45,46,3.1,27,0,0
2,5,60,89.29,94.94,4.1,96.0,39,3.6,6,0,0
3,12,58,74.84,82.81,3.9,93.56,45,3.3,16,0,1
0,1,96,76.62,97.95,3.6,82.37,49,4.6,13,1,0
3,10,93,76.03,82.26,3.4,84.48,36,4.7,17,1,0
4,13,88,89.35,80.24,4.6,76.4,40,4.1,24,1,0
2,6,94,89.58,81.7,4.7,82.19,37,3.4,3,0,0
4,13,92,85.03,88.24,4.6,88.52,55,4.5,27,1,0
4,0,71,80.25,98.93,4.1,91.09,38,4.9,11,0,0
2,5,55,67.33,95.46,4.6,77.64,37,4.6,7,0,0
4,13,95,88.89,92.25,3.8,86.44,53,4.1,27,1,0
3,10,95,82.79,91.75,4.4,92.8,49,4.2,30,1,0
3,12,77,86.6,99.89,4.5,92.63,43,4.3,26,0,0
3,10,73,80.61,82.4,5.0,96.19,53,4.4,3,0,0
1,9,93,76.26,75.94,4.1,82.13,49,3.9,15,0,0
3,4,58,93.88,91.54,4.5,74.47,38,4.6,2,0,0
0,2,69,70.83,78.72,3.8,83.19,55,3.1,14,0,1
2,5,55,87.15,99.05,3.7,81.83,42,3.6,29,0,0
4,13,85,84.94,79.03,4.1,71.62,37,4.8,4,0,0
4,0,73,76.26,87.76,3.2,90.92,52,3.7,21,0,0
1,11,68,67.23,98.76,3.1,95.83,37,3.4,7,0,0
1,11,89,93.78,96.14,3.1,81.79,52,4.1,21,1,0
1,9,73,75.81,84.27,3.8,75.3,44,3.9,13,0,0
3,10,85,88.71,89.56,4.7,83.03,37,3.0,1,0,0
0,2,64,87.28,88.08,4.4,71.04,52,4.5,30,0,0
1,7,87,84.69,75.11,3.2,88.96,40,3.6,26,0,0
0,2,57,71.09,92.81,5.0,86.25,39,3.7,15,0,0
3,10,87,73.18,77.49,4.0,96.4,45,3.3,18,0,0
3,12,52,83.68,92.91,3.4,72.97,48,3.5,19,0,0
2,5,77,77.96,85.51,3.8,91.72,43,3.6,22,0,0
2,6,98,65.71,79.64,3.5,99.94,50,4.5,24,1,0
2,5,77,83.54,98.82,3.0,97.27,43,4.4,2,0,0
2,14,85,72.42,85.38,4.3,90.6,49,4.3,11,0,0
4,13,57,76.13,84.23,3.5,79.12,46,3.3,28,0,1
2,6,50,84.77,89.58,4.8,74.15,50,3.0,0,0,0
2,5,70,66.21,95.98,3.6,80.3,51,3.8,12,0,0
3,4,69,80.38,98.55,4.6,96.32,53,4.7,5,0,0
2,6,89,73.66,95.32,4.7,72.4,52,3.0,29,0,0
4,3,51,75.09,99.64,3.3,95.33,38,4.0,6,0,0
2,5,53,62.28,95.56,4.5,98.98,54,4.5,15,0,0
4,0,68,74.43,78.64,3.7,87.75,38,3.2,6,0,1
4,13,56,81.28,79.32,4.3,97.07,41,3.8,0,0,1
3,4,54,79.7,93.55,3.3,81.4,40,4.0,9,0,0
2,6,85,86.29,84.55,4.5,70.16,41,3.7,3,0,0
3,4,84,67.39,90.91,3.2,74.72,38,3.1,7,0,0
0,8,99,63.84,79.92,4.6,95.95,43,3.9,20,0,0
0,8,80,69.96,91.88,3.6,70.51,53,3.1,9,0,0
3,10,64,75.87,95.09,3.9,85.18,42,3.3,24,0,0
4,13,94,61.36,76.72,3.6,95.89,37,3.6,5,0,0
4,13,81,62.89,95.95,3.9,93.29,55,3.5,2,0,0
2,14,74,85.86,87.74,3.2,83.12,36,4.5,6,0,0
2,5,77,69.5,86.34,4.8,75.13,45,3.0,1,0,0
1,9,54,69.81,76.66,3.6,70.57,37,4.0,17,0,1
2,14,61,81.27,93.02,4.0,85.8,48,4.8,3,0,0
3,12,55,72.37,75.36,4.9,88.88,47,3.8,27,0,1
2,6,100,67.15,92.67,3.8,89.41,35,3.4,8,0,0
1,7,86,88.47,82.22,3.4,94.07,40,3.6,27,0,0
4,13,67,60.39,87.47,4.9,73.32,42,4.4,19,0,0
4,3,53,61.74,89.43,4.9,70.2,51,4.4,26,0,0
1,11,81,69.28,90.86,3.5,79.51,41,3.0,2,0,0
1,11,75,76.11,97.09,3.5,82.43,53,4.9,21,0,0
0,1,100,94.76,83.48,3.7,86.37,42,3.6,27,0,0
2,5,83,67.54,83.14,4.2,76.24,43,4.8,1,0,0
2,5,81,69.0,90.02,4.9,70.65,52,3.1,5,0,0
1,7,91,86.05,95.96,3.6,91.34,52,3.1,10,0,0
3,12,94,68.35,89.52,3.9,99.63,52,3.3,19,0,0
4,0,89,61.72,81.71,4.9,76.25,49,4.8,24,1,0
3,10,61,69.24,92.92,4.2,79.93,47,3.5,25,0,0
2,14,81,91.09,78.46,4.0,82.79,42,3.8,8,0,0
4,0,51,83.58,87.32,3.3,70.63,50,3.0,9,0,0
2,14,72,85.67,75.62,3.6,81.62,55,4.8,10,0,0
1,7,70,73.69,88.97,3.3,91.13,44,3.6,5,0,0
3,10,56,73.43,79.03,4.3,77.53,53,3.3,25,0,1
4,3,70,75.93,79.42,3.1,91.68,55,3.0,17,0,0
3,4,74,72.4,86.31,3.7,95.0,53,4.8,27,0,0
2,14,64,66.38,80.95,4.5,99.39,40,3.0,16,0,1
2,14,67,70.4,89.69,3.1,81.08,35,4.1,3,0,0
3,12,78,64.41,86.02,3.3,81.7,43,3.4,30,0,0
1,11,72,74.95,89.03,4.2,92.41,44,3.5,9,0,0
1,9,77,87.73,80.76,4.5,92.4,50,3.5,29,0,0
0,2,98,78.77,75.8,4.2,84.23,55,3.6,3,0,0
1,7,51,78.23,98.49,3.5,96.99,55,3.0,0,0,0
4,3,94,94.95,83.06,4.9,92.64,37,3.3,30,0,0
0,2,63,71.0,80.86,3.0,92.1,53,3.5,20,0,1
2,14,69,65.69,90.72,3.8,83.65,52,4.4,10,0,0
2,5,64,89.81,82.38,3.7,78.86,38,4.3,16,0,1
2,5,64,93.67,96.67,3.4,81.57,49,4.4,28,0,0
0,8,70,87.63,97.24,4.6,88.96,43,3.1,5,0,0
3,10,67,65.95,95.87,4.6,86.33,49,4.2,24,0,0
0,8,62,86.01,76.31,3.7,94.73,36,4.5,26,0,1
2,14,72,67.89,90.63,3.6,87.01,43,4.6,20,0,0
3,4,71,80.54,97.31,3.8,93.84,36,4.2,24,0,0
1,9,56,72.81,95.86,3.1,84.98,35,4.2,0,0,0
0,2,100,92.33,95.24,3.5,70.53,47,3.5,5,0,0
0,2,59,88.79,96.3,3.6,80.31,54,3.6,21,0,0
3,4,84,73.91,80.01,4.4,96.54,53,3.2,25,0,0
1,11,94,93.37,80.99,4.6,82.78,47,3.6,16,0,0
3,4,57,73.6,82.8,4.9,80.3,35,4.2,7,0,1
4,3,54,64.04,87.84,3.7,96.12,37,3.9,24,0,0
3,12,59,87.95,82.07,3.4,99.24,39,4.3,12,0,1
0,2,58,74.07,97.06,3.5,80.55,38,3.7,7,0,0
1,9,74,92.94,75.94,3.7,79.85,36,4.9,8,0,0
0,8,77,77.74,94.19,3.3,71.51,53,3.5,3,0,0
2,14,75,92.69,94.28,5.0,77.94,45,3.7,12,0,0
1,9,93,62.49,96.86,3.4,94.53,40,3.6,14,0,0
2,5,88,94.99,83.35,3.4,93.96,53,3.2,3,0,0
0,2,97,65.07,75.25,4.5,79.32,46,4.1,10,1,0
4,0,80,87.27,82.08,3.6,97.88,35,4.8,0,0,0
3,4,88,60.39,96.07,3.5,89.93,46,4.0,20,0,0
3,10,78,66.79,99.16,3.4,91.98,40,4.0,14,0,0
1,9,78,90.12,77.25,3.0,70.45,50,3.1,9,0,0
3,4,51,90.89,86.77,3.8,83.9,36,3.6,16,0,0
4,3,56,66.39,79.87,3.9,78.8,47,4.6,17,0,1
0,1,86,91.86,93.64,4.9,96.14,42,3.5,15,0,0
1,11,90,74.42,92.57,4.7,89.32,46,3.4,30,0,0
4,13,82,63.43,88.45,4.4,81.03,36,3.5,3,0,0
3,12,84,61.17,76.37,4.6,78.08,39,3.2,3,0,0
2,14,63,71.41,85.76,3.6,82.18,39,4.5,25,0,0
3,12,82,83.82,95.46,3.6,80.14,42,3.0,0,0,0
0,1,73,77.13,89.87,4.1,99.19,35,3.9,24,0,0
1,7,50,75.67,76.71,4.8,90.08,38,3.7,3,0,1
2,5,71,80.82,83.26,4.1,93.98,36,5.0,14,0,0
0,8,83,82.13,89.22,4.3,77.62,55,3.9,14,0,0
3,12,60,65.15,76.82,3.7,98.04,53,3.6,4,0,1
3,10,73,83.26,94.23,4.2,75.35,48,4.1,29,0,0
4,3,88,78.7,97.04,4.4,78.28,47,3.7,8,0,0
4,3,67,88.53,97.12,4.2,87.07,54,4.4,11,0,0
1,11,88,83.27,93.06,3.1,96.57,36,3.7,28,0,0
2,14,58,78.51,97.34,3.2,93.72,49,3.7,24,0,0
3,12,60,75.38,84.17,3.0,79.99,41,3.9,5,0,1
2,5,68,89.15,76.37,3.7,92.37,45,3.7,13,0,1
0,2,89,70.23,89.39,4.0,94.3,50,3.5,5,0,0
2,5,61,93.19,81.36,4.3,80.5,52,3.9,29,0,1
2,5,68,69.32,97.75,4.3,87.27,36,3.8,11,0,0
1,11,50,92.1,98.1,4.4,88.28,41,3.5,25,0,0
2,5,61,86.38,100.0,4.5,84.27,35,3.0,20,0,0
4,0,69,85.9,98.43,4.2,70.62,45,3.7,15,0,0
3,4,67,87.24,87.24,3.8,85.97,40,3.4,25,0,0
2,5,90,85.42,89.12,4.4,76.01,52,3.7,11,0,0
1,11,72,64.48,94.26,3.3,93.41,40,3.3,21,0,0
0,2,67,63.5,84.14,3.3,87.65,48,4.0,26,0,1
2,5,73,92.77,92.41,3.2,81.61,42,4.7,26,0,0
0,8,86,92.5,86.31,4.4,75.14,39,3.8,15,0,0
2,14,58,93.96,91.83,4.3,84.36,37,4.0,26,0,0
1,7,73,86.17,90.05,3.6,72.13,35,3.0,1,0,0
4,3,92,70.67,86.54,4.8,96.28,46,4.2,18,1,0
4,13,62,65.65,88.36,4.2,94.05,42,3.5,2,0,0
4,0,74,63.41,98.23,3.1,90.38,38,3.6,8,0,0
1,11,81,64.79,93.69,3.8,84.19,54,3.4,14,0,0
2,14,70,71.82,76.14,4.3,92.91,38,4.1,10,0,0
4,0,79,85.45,86.68,4.7,73.18,49,4.1,26,0,0
4,3,85,79.83,96.62,3.8,75.29,39,4.7,18,0,0
2,6,53,61.1,85.92,3.6,73.29,48,3.5,17,0,0
1,11,91,72.24,90.93,4.7,97.64,49,3.8,12,0,0
4,3,89,68.78,98.07,4.5,81.4,55,3.0,20,0,0
4,0,77,75.41,96.16,4.0,87.76,38,4.4,11,0,0
3,4,55,74.32,81.42,5.0,97.99,53,3.9,21,0,1
4,0,92,62.44,83.38,3.0,97.66,50,3.1,13,0,0
3,4,66,61.82,80.21,3.8,80.44,46,4.1,7,0,1
2,6,69,90.47,93.9,3.2,79.85,51,3.8,16,0,0
3,12,99,67.09,95.64,4.1,73.27,38,4.7,11,1,0
2,5,55,66.82,81.48,3.1,76.41,55,4.1,14,0,1
0,1,58,81.55,91.14,4.1,78.04,54,4.0,13,0,0
2,5,86,65.8,100.0,4.9,92.19,41,4.7,22,1,0
2,5,59,66.02,90.62,3.4,91.69,39,4.1,29,0,0
0,1,84,81.34,84.53,3.8,89.88,46,4.6,19,0,0
0,8,81,81.66,89.59,4.9,99.12,51,4.0,25,0,0
2,14,89,90.24,75.69,3.5,80.11,36,3.0,19,0,0
1,9,100,65.01,98.68,3.3,91.58,42,3.6,2,0,0
1,9,85,70.18,84.24,4.5,88.2,43,3.6,0,0,0
2,5,61,72.34,92.65,3.9,87.9,52,4.9,24,0,0
0,1,100,70.15,76.79,4.1,72.74,52,4.6,5,1,0
1,9,83,91.95,85.48,4.9,71.62,42,4.3,20,0,0
3,10,85,87.34,95.52,3.4,82.66,39,4.5,21,0,0
1,11,75,92.46,93.87,3.6,75.46,41,4.9,17,0,0
4,3,55,76.72,82.83,4.8,91.1,46,3.6,8,0,1
2,14,81,91.33,85.16,4.8,85.83,45,4.0,25,0,0
1,7,61,60.99,85.63,3.8,90.4,46,4.3,0,0,0
0,8,84,68.5,75.12,4.0,96.16,43,4.1,11,0,0
4,3,50,84.21,87.95,3.8,87.98,55,3.1,17,0,0
3,10,92,77.66,90.6,4.6,96.58,52,3.6,17,0,0
0,1,66,65.45,96.77,3.6,76.32,44,4.3,12,0,0
4,0,95,84.27,80.06,3.3,73.92,36,3.8,27,0,0
2,14,53,88.67,94.49,3.2,87.72,40,4.3,8,0,0
2,5,71,82.48,88.46,3.4,92.86,48,3.6,11,0,0
1,11,93,75.27,79.08,3.8,78.46,37,4.3,9,1,0
0,1,90,70.31,99.42,3.8,87.43,54,4.6,25,1,0
4,3,82,68.63,91.57,3.1,90.86,50,4.2,25,0,0
4,13,98,60.44,78.23,4.3,85.57,53,3.6,23,0,0
0,1,75,66.59,77.32,4.0,81.55,51,3.7,22,0,0
1,9,76,90.14,94.69,4.2,78.86,53,4.4,2,0,0
3,4,69,83.16,84.9,5.0,88.81,38,3.8,7,0,1
2,6,72,93.71,91.38,3.8,76.03,49,4.0,28,0,0
1,7,98,82.24,97.18,4.3,76.04,36,4.9,4,1,0
1,11,72,63.61,81.78,4.9,98.12,55,3.2,11,0,0
3,12,85,88.68,75.46,3.4,91.61,37,3.1,22,0,0
2,14,87,80.19,94.95,3.1,71.7,43,4.2,15,1,0
4,13,96,78.95,95.47,4.7,84.93,55,4.4,29,1,0
1,11,81,83.61,78.95,4.6,90.45,49,3.7,25,0,0
3,12,62,87.65,75.54,3.1,82.62,37,4.1,1,0,1
